Título,Fecha,Contenido,Etiquetas,Número de Comentarios,Enlace
UNE prevé horario diurno sin afectaciones y afectación de 40 MW en el pico nocturno este viernes,2023-02-03 08:33:00,"La Unión Eléctrica en su información diaria comunica que este viernes 3 de enero se estima para la hora pico una disponibilidad de 2810 MW y una demanda máxima de 2780 MW, para una reserva de 30 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación al servicio de 40 MW en este horario. En el día de ayer se afectó el servicio por déficit de capacidad desde las 18:24 horas hasta las 19:06 (42 minutos). La máxima afectación en el horario de la noche fue 175 MW a las 18:40 horas, coincidiendo con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 2390 MW y la demanda 1970 MW, con todo el sistema con servicio. Se estima que en el horario diurno no se afecte el servicio. Se encuentra fuera de servicio por avería las unidades 6 y 7 de la CTE Mariel, la unidad 4 de la CTE Cienfuegos, las unidades 4 y 5 de la CTE Nuevitas, la unidad 2 de la CTE Felton y la unidad 3 de la CTE Rente. Se encuentran en mantenimiento la unidad 2 de la CTE Santa Cruz y las unidades 4 y 6 de la CTE Renté. Se mantienen las limitaciones en la generación térmica (268 MW). En la generación distribuida, están indisponibles por avería 844 MW y en mantenimiento 337 MW. Para el horario pico se estima el completamiento de la unidad 6 de Energas Boca de Jaruco con 40 MW, la entrada de la unidad 3 de la CTE Rente con 60 MW y la entrada de 320 MW en motores diésel.","Cuba, Economía, Electricidad, Energía, Gobierno, Ministerio de Energía y Minas (MINEM), Servicios, Termoeléctrica, Unión Eléctrica (UNE)",1,http://www.cubadebate.cu/noticias/2023/02/03/une-preve-horario-diurno-sin-afectaciones-y-afectacion-de-40-mw-en-el-pico-nocturno-este-viernes/
UNE prevé horario diurno sin afectaciones y afectación de 94 MW en el pico nocturno este jueves,2023-02-02 09:11:00,"En su comunicado diario, la Unión Eléctrica informa que este miércoles fue afectado el servicio por déficit de capacidad desde las 18:17 horas hasta las 19:08 (51 minutos). La máxima afectación en el horario de la noche fue de 62 MW a las 18:50 horas, coincidiendo con la hora pico. La disponibilidad del sistema eléctrico nacional a las 07:00 horas de este jueves era de 2 300 MW, y la demanda, de 1 980 MW, con todo el sistema con servicio. Se estima que en el horario diurno no sea afectado el servicio. Están fuera de servicio por avería las unidades 6 y 7 de la CTE Mariel, la unidad 4 de la CTE Cienfuegos, las unidades 4, 5 y 6 de la CTE Nuevitas, la unidad 2 de la CTE Felton y la unidad 3 de la CTE Rente. En mantenimiento están la unidad 2 de la CTE Santa Cruz y las unidades 4 y 6 de la CTE Renté. Se mantienen las limitaciones en la generación térmica (262 MW). En la generación distribuida, no están disponibles por avería 816 MW, y en mantenimiento, 375 MW. Para el horario pico, la UNE prevé el completamiento de la unidad 6 de Energas Boca de Jaruco, con 30 MW, y la entrada de la unidad 6 de la CTE Nuevitas, con 110 MW, de 316 MW en motores diésel. Con este pronóstico, se estima para la hora pico una disponibilidad de 2 756 MW y una demanda máxima de 2 780 MW, para un déficit de 24 MW, por lo que, de mantenerse las condiciones previstas, se pronostica una afectación de 94 MW en ese horario.","Cuba, Economía, Electricidad, Energía, Gobierno, Ministerio de Energía y Minas (MINEM), Servicios, Termoeléctrica, Unión Eléctrica (UNE)",3,http://www.cubadebate.cu/noticias/2023/02/02/une-preve-horario-diurno-sin-afectaciones-y-afectacion-de-94-mw-en-el-pico-nocturno-este-jueves/
La Unión Eléctrica pronostica una afectación de 58 MW para el horario pico nocturno,2023-01-31 08:46:00,"La Unión Eléctrica estima que para el horario pico nocturno de este martes exista una disponibilidad de 2732 MW y una demanda máxima de 2720 MW, para una reserva de 12 MW. De mantenerse las condiciones previstas, se pronostica una afectación al servicio de 58 MW en ese horario. La disponibilidad del SEN a las 07:00 horas era de 2160 MW y la demanda 1920 MW, con todo el sistema con servicio. Se estima que en el horario diurno no se afecte el servicio, informó la entidad. En el día de ayer fue posible cubrir la demanda durante toda la jornada. Se encuentra fuera de servicio por avería las unidades 6 y 7 de la CTE Mariel, la unidad 1 de la CTE Santa Cruz, las unidades 4, 5 y 6 de la CTE Nuevitas, la unidad 2 de la CTE Felton y la unidad 5 de la CTE Renté. Se encuentran en mantenimiento la unidad 5 de la CTE Mariel, la unidad 2 de la CTE Santa Cruz y las unidades 4 y 6 de la CTE Renté. Persisten las limitaciones en la generación térmica (332 MW). Mientras, en la generación distribuida están indisponibles por avería 821 MW y en mantenimiento 474 MW. Para el horario pico se estima el completamiento de la unidad 6 de Energas Boca de Jaruco con 40 MW, la entrada de la unidad 1 de la CTE Santa Cruz con 80 MW, la entrada de la Patana de Melones con 75 MW, el completamiento de la unidad 3 de la CTE Cienfuegos con 85 MW y la entrada de 292 MW en motores diésel. (Con información de la Unión Eléctrica)","Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",1,http://www.cubadebate.cu/noticias/2023/01/31/la-union-electrica-pronostica-una-afectacion-de-58-mw-para-el-horario-pico-nocturno/
Unión Eléctrica pronostica afectación de 50 MW en el horario pico nocturno de este lunes,2023-01-30 08:28:00,"En el día de ayer fue posible cubrir la demanda durante todo el día. La disponibilidad del SEN a las 07:00 horas es de 2410 MW y la demanda 1850 MW, con todo el sistema con servicio. Se estima que en el horario diurno no se afecte el servicio. Se encuentra fuera de servicio por avería las unidades 5, 6 y 7 de la CTE Mariel, la unidad 1 de la CTE Santa Cruz, la unidad 3 de la CTE Cienfuegos, la unidad 4 de la CTE Nuevitas y la unidad 2 de la CTE Felton. Se encuentran en mantenimiento la unidad 2 de la CTE Santa Cruz, y las unidades 4 y 6 de la CTE Renté. Se mantienen las limitaciones en la generación térmica (311 MW). En la generación distribuida , están indisponibles por avería 820 MW y en mantenimiento 436 MW. Para el horario pico se estima el completamiento de la unidad 6 de Energas Boca de Jaruco con 30 MW y la entrada de 295 MW en motores diésel. Con este pronóstico, se estima para la hora pico una disponibilidad de 2773 MW y una demanda máxima de 2750 MW, para una reserva de 23 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación al servicio de 50 MW en este horario. (Con información de la Unión Eléctrica)","Apagón, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",6,http://www.cubadebate.cu/noticias/2023/01/30/union-electrica-pronostica-afectacion-de-50-mw-en-el-horario-pico-nocturno-de-este-lunes/
Unión Eléctrica pronostica afectaciones de 150 MW en el horario diurno y 212 MW en el pico nocturno este viernes,2023-01-27 08:39:00,"CTE Carlos Manuel de Céspedes, en Cienfuegos. Foto: Abel Padrón Padilla/ Cubadebate. La Unión Eléctrica informó que en el día de ayer se afectó el servicio desde las 10:54 horas hasta las 12:14 horas, con un máximo de 79 MW, por altas transferencia hacia la zona centro oriental que provocaron bajas tensiones en esa región. En el horario pico se afectó el servicio por déficit de capacidad desde las 16:22 horas hasta las 20:17 horas (03:55 minutos). La máxima afectación en el horario de la noche fue 351 MW a las 18:30 horas, coincidiendo con la hora pico. La afectación fue mayor en la zona oriental por altas transferencias de potencia a esa región. La disponibilidad del SEN a las 07:00 horas es de 2 160 MW y la demanda 1 950 MW, con todo el sistema con servicio, se estima que en el horario diurno se afecte el servicio por altas transferencia hacia la zona centro oriental con un máximo de 150 MW . Se encuentra fuera de servicio por avería las unidades 6 y 7 de la CTE Mariel, la unidad 4 de la CTE Nuevitas, la unidad 2 de la CTE Felton y las unidades 3 y 5 de la CTE Renté. Se encuentran en mantenimiento la unidad 8 de la CTE Mariel, la unidad 2 de la CTE Santa Cruz, la unidad 6 de la CTE Nuevitas y las unidades 4 y 6 de la CTE Renté. Se mantienen las limitaciones en la generación térmica (305 MW). En la generación distribuida, están indisponibles por avería 809 MW y en mantenimiento 378 MW. Para el horario pico se estima la entrada de la unidad 3 de la CTE Rente con 60 MW, la unidad 2 de Energas Boca de Jaruco 30 MW, el completamiento de la unidad 6 de Energas Boca de Jaruco con 60 MW y la entrada de 208 MW en motores. Con este pronóstico, se estima para la hora pico una disponibilidad de 2 638 MW y una demanda máxima de 2 780 MW, para un déficit de 142 MW , por lo que de mantenerse las condiciones previstas se pronostica una afectación de 212 MW en este horario . (Con información de la UNE)","Apagón, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",2,http://www.cubadebate.cu/noticias/2023/01/27/union-electrica-pronostica-afectaciones-de-150mw-en-el-horario-diurno-y-212mw-en-el-pico-nocturno-de-este-viernes/
Unión Eléctrica pronostica una afectación de 293 MW en el horario nocturno de este jueves,2023-01-26 09:20:00,"La Unión Eléctrica informó que en el día de ayer se afectó el servicio por déficit de capacidad desde las 06:05 horas hasta las 20:16 horas de la madrugada de hoy (14:11 minutos). La máxima afectación en el horario de la noche fue 400 MW a las 18:30 horas, coincidiendo con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 2180 MW y la demanda 1936 MW, con todo el sistema con servicio. De mantenerse las condiciones se estima que no ocurran afectaciones al servicio durante el horario diurno. Se encuentra fuera de servicio por avería las unidades 6 y 7 de la CTE Mariel, la unidad 1 de la CTE Santa Cruz, la unidad 4 de la CTE Nuevitas, la unidad 2 de la CTE Felton y la unidad 5 de la CTE Renté. Se encuentran en mantenimiento la unidad 8 de la CTE Mariel, la unidad 2 de la CTE Santa Cruz, la unidad 6 de la CTE Nuevitas y las unidades 4 y 6 de la CTE Renté. Se mantienen las limitaciones en la generación térmica (290 MW). En la generación distribuida, están indisponibles por avería 826 MW y en mantenimiento 393 MW. Para el horario pico se estima la entrada de la unidad 1 de la CTE Santa Cruz con 80 MW, la unidad 2 de Energas Boca de Jaruco 30 MW, el completamiento de la unidad 6 de Energas Boca de Jaruco con 40 MW y la entrada de 217 MW en motores diésel. Con este pronóstico, se estima para la hora pico una disponibilidad de 2627 MW y una demanda máxima de 2850 MW, para un déficit de 223 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 293 MW en este horario. (Con información de la UNE)","Apagón, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",+,http://www.cubadebate.cu/noticias/2023/01/26/union-electrica-pronostica-una-afectacion-de-293-mw-en-el-horario-nocturno-de-este-jueves/
Unión Eléctrica pronostica una afectación de 515 MW en el horario pico nocturno,2023-01-25 08:18:00,"En el día de ayer se afectó el servicio por déficit de capacidad desde las 06:12 horas hasta las 01:49 horas de la madrugada de hoy (20:37 minutos). La máxima afectación en el horario de la noche fue 880 MW a las 18:40 horas, coincidiendo con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 1860 MW y la demanda 1975 MW, con 197 MW afectados por déficit de capacidad en el SEN desde 06:05 horas. Se estima que ocurran afectaciones al servicio durante el horario del día, con una máxima afectación de 550 MW. Se encuentra fuera de servicio por avería las unidades 6 y 7 de la CTE Mariel, la unidad 1 de la CTE Santa Cruz, la unidad 4 de la CTE Nuevitas, la unidad 2 de la CTE Felton y la unidad 3 de la CTE Renté. Se encuentran en mantenimiento la unidad 8 de la CTE Mariel, la unidad 2 de la CTE Santa Cruz, la unidad de la CTE Guiteras, la unidad 6 de la CTE Nuevitas y las unidades 4 y 6 de la CTE Renté. Se mantienen las limitaciones en la generación térmica (172 MW). En la generación distribuida, están indisponibles por avería 832 MW y en mantenimiento 421 MW. Para el horario pico se estima la entrada de la unidad de la CTE Guiteras con 220 MW (en proceso de arranque), la entrada de la unidad 3 de la CTE Rente con 65 MW (en proceso de arranque), la unidad 2 de Energas Boca de Jaruco 30 MW, el completamiento de la unidad 6 de Energas Boca de Jaruco con 60 MW y la entrada de 140 MW en motores diésel que llegaron. Con este pronóstico, se estima para la hora pico una disponibilidad de 2455 MW y una demanda máxima de 2900 MW, para un déficit de 445 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 515 MW en este horario. (Con información de la Unión Eléctrica)","Apagón, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",34,http://www.cubadebate.cu/noticias/2023/01/25/union-electrica-pronostica-una-afectacion-de-515-mw-en-el-horario-pico-nocturno/
UNE prevé afectaciones en el servicio eléctrico durante el día y la noche este martes,2023-01-24 09:42:00,"Este lunes fue afectado el servicio por déficit de capacidad desde las 15:50 horas hasta las 23:59. La máxima afectación en el horario de la noche fue de 524 MW a las 18:30 horas, coincidiendo con la hora pico, informa la Unión Eléctrica. En su nota diaria correspondiente a este martes, la UNE señala que se estima que haya afectaciones en el servicio durante el horario del día, con una máxima afectación de 450 MW. Están fuera de servicio por avería las unidades 6 y 7 de la CTE Mariel, las unidades 2 y 3 de la CTE Santa Cruz, las unidades 4 y 5 de la CTE Nuevitas, la unidad 2 de la CTE Felton y la unidad 3 de la CTE Renté. En mantenimiento están la unidad 8 de la CTE Mariel, la unidad de la CTE Guiteras, la unidad 6 de la CTE Nuevitas y las unidades 4 y 6 de la CTE Renté. Además, se mantienen las limitaciones en la generación térmica (179 MW). En la generación distribuida, están indisponibles por avería 824 MW, y en mantenimiento, 421 MW. Para el horario pico se prevé la entrada de la unidad 2 de Energas Boca de Jaruco, con 30 MW; el completamiento de la unidad 6 de Energas Boca de Jaruco, con 65 MW, y la incorporación de la unidad 3 de la CTE Santa Cruz, con 80 MW; la unidad 3 de la Planta Pico San José, con 16 MW, y de 58 MW en motores diésel. Con este pronóstico, la UNE estima para la hora pico una disponibilidad de 2 289 MW y una demanda máxima de 2 800 MW, para un déficit de 511 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 581 MW en este horario.","Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Servicios, Termoeléctrica, Unión Eléctrica (UNE)",43,http://www.cubadebate.cu/noticias/2023/01/24/une-preve-afectaciones-en-el-servicio-electrico-durante-el-dia-y-la-noche-este-martes/
Unión Eléctrica pronostica una afectación de 464 MW en el horario pico,2023-01-23 10:09:00,"Foto: Archivo La Unión Eléctrica pronostica que en el horario diurno no se afectará el servicio por déficit de capacidad, mientras que, de mantenerse las condiciones previstas, se proyecta una afectación de 464 MW en el pico nocturno. En el día de ayer se afectó el servicio por déficit de capacidad desde las 17:40 horas hasta las 20:26 (02:46 minutos). La máxima afectación en el horario de la noche fue 284 MW a las 18:40 horas, coincidiendo con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 1 960 MW y la demanda 1 890 MW, sin afectación al servicio por déficit de capacidad en el SEN. Se encuentran fuera de servicio por avería las unidades 6 y 7 de la CTE Mariel, las unidades 1 y 3 de la CTE Santa Cruz, la unidad 4 de la CTE Nuevitas, la unidad 2 de la CTE Felton y la unidad 3 de la CTE Renté. Se encuentran en mantenimiento la unidad 8 de la CTE Mariel, la unidad de la CTE Guiteras, la unidad 6 de la CTE Nuevitas y las unidades 4 y 6 de la CTE Renté. Se mantienen las limitaciones en la generación térmica (805 MW)y en la generación distribuida están indisponibles por avería 823 MW y en mantenimiento 400 MW. Para el horario pico se estima la entrada de la unidad 2 de Energas Boca de Jaruco 30 MW, el completamiento de la unidad 6 de Energas Boca de Jaruco con 40 MW y la entrada de 276 MW en motores diésel. Con este pronóstico, se estima para la hora pico una disponibilidad de 2 386 MW y una demanda máxima de 2 780 MW, para un déficit de 394 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 464 MW en este horario.","Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",50,http://www.cubadebate.cu/noticias/2023/01/23/union-electrica-pronostica-una-afectacion-de-464-mw-en-el-horario-pico/
Unión Eléctrica pronostica para este domingo un déficit de generación de 60 MW,2023-01-22 09:11:00,"En el día de ayer se afectó el servicio por déficit de capacidad de generación desde las 18:01 hasta las 19:07 horas (1 hora y 6 minutos). La afectación máxima fue 170 MW. La disponibilidad del SEN a las 07:00 horas es de 2100 MW y la demanda 1656 MW, sin afectación al servicio por déficit de capacidad en el SEN. Se estima que en el horario diurno no se afecte el servicio por déficit de capacidad en el SEN. Se encuentra fuera de servicio por avería las unidades 6 y 7 de la CTE Mariel, la unidad 3 de la CTE Santa Cruz, la unidad 4 de la CTE Nuevitas, la unidad 2 de la CTE Felton y la unidad 3 de la CTE Renté. Se encuentran en mantenimiento la unidad 8 de la CTE Mariel, la unidad 1 de la CTE Santa Cruz (en proceso de arranque), la unidad de la CTE Guiteras, la unidad 6 de la CTE Nuevitas y las unidades 4 y 6 de la CTE Renté. Se mantienen las limitaciones en la generación térmica (170 MW). En la generación distribuida, están indisponibles por avería 809 MW y en mantenimiento 425 MW. Para el horario pico se estima la entrada de la unidad 1 de la CTE Santa Cruz con 85 MW, la entrada de la unidad 3 de la CTE Santa Cruz con 80 MW, el completamiento de la unidad 6 de Energas Boca de Jaruco con 40 MW y la entrada de 279 MW en motores diésel que llegaron a sus horas de mantenimiento y se ha autorizado su funcionamiento, limitados en tiempo de operación. Con este pronóstico, En el día de ayer se afectó el servicio por déficit de capacidad de generación desde las 18:01 hasta las 19:07 horas (1 hora y 6 minutos). La afectación máxima fue 170 MW. La disponibilidad del SEN a las 07:00 horas es de 2100 MW y la demanda 1656 MW, sin afectación al servicio por déficit de capacidad en el SEN. Se estima que en el horario diurno no se afecte el servicio por déficit de capacidad en el SEN. Se encuentra fuera de servicio por avería las unidades 6 y 7 de la CTE Mariel, la unidad 3 de la CTE Santa Cruz, la unidad 4 de la CTE Nuevitas, la unidad 2 de la CTE Felton y la unidad 3 de la CTE Renté. Se encuentran en mantenimiento la unidad 8 de la CTE Mariel, la unidad 1 de la CTE Santa Cruz (en proceso de arranque), la unidad de la CTE Guiteras, la unidad 6 de la CTE Nuevitas y las unidades 4 y 6 de la CTE Renté. Se mantienen las limitaciones en la generación térmica (170 MW). En la generación distribuida, están indisponibles por avería 809 MW y en mantenimiento 425 MW. Para el horario pico se estima la entrada de la unidad 1 de la CTE Santa Cruz con 85 MW, la entrada de la unidad 3 de la CTE Santa Cruz con 80 MW, el completamiento de la unidad 6 de Energas Boca de Jaruco con 40 MW y la entrada de 279 MW en motores diésel que llegaron a sus horas de mantenimiento y se ha autorizado su funcionamiento, limitados en tiempo de operación. Con este pronóstico, se estima para la hora pico una disponibilidad de 2666 MW y una demanda máxima de 2650 MW, para una reserva de 16 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación al servicio por déficit de capacidad de 60 MW en este horario. (Tomado de la UNE)","Apagones, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",3,http://www.cubadebate.cu/noticias/2023/01/22/union-electrica-pronostica-para-este-domingo-un-deficit-de-generacion-de-60-mw/
UNE prevé horario diurno sin afectaciones y afectación de 63 MW en el pico nocturno este miércoles,2023-01-18 09:02:00,"Este martes no fue afectado el servicio por déficit de capacidad de generación. A las 07:00 horas de este miércoles, la disponibilidad del SEN era de 2 145 MW y la demanda de 1 750 MW, sin afectación en el servicio por déficit de capacidad en el SEN. La Unión Eléctrica prevé que no haya afectación en el horario diurno por déficit de capacidad. Están fuera de servicio por avería las unidades 6 y 7 de la CTE Mariel, la unidad 4 de la CTE Nuevitas y la unidad 2 de la CTE Felton. En mantenimiento están la unidad 8 de la CTE Mariel, las unidades 1 y 2 de la CTE Santa Cruz, la unidad 3 de la CTE Cienfuegos, la unidad 6 de la CTE Nuevitas y las unidades 4, 5 y 6 de la CTE Renté. Se mantienen las limitaciones en la generación térmica (272 MW). En la generación distribuida, no están disponibles por avería 803 MW, y en mantenimiento, 497 MW. Para el horario pico, la UNE prevé el completamiento de la unidad 6 de Energas Boca de Jaruco, con 30 MW; la entrada de la unidad 2 de Energas Boca de Jaruco, con 30 MW; de la unidad 3 de Energas Varadero, con 30 MW; de la unidad 2 de la CTE Santa Cruz, con 70 MW, y de 302 MW en motores diésel. Con este pronóstico, se estima para la hora pico una disponibilidad de 2 607 MW y una demanda máxima de 2 600 MW, para una reserva de 7 MW, por lo que, de mantenerse las condiciones previstas, se pronostica una afectación de 63 MW en ese horario.","Cuba, Economía, Electricidad, Energía, Gobierno, Ministerio de Energía y Minas (MINEM), Servicios, Termoeléctrica, Unión Eléctrica (UNE)",3,http://www.cubadebate.cu/noticias/2023/01/18/une-preve-horario-diurno-sin-afectaciones-y-afectacion-de-63-mw-en-el-pico-nocturno-este-miercoles/
Unión Eléctrica prevé una afectación de 70 MW en el horario pico nocturno,2023-01-17 07:56:00,"Termoeléctrica Carlos Manuel de Céspedes. La Unión Eléctrica Informa que en el día de ayer se afectó el servicio por déficit de capacidad desde las 18:07 horas hasta las 18:43 (36 minutos). La máxima afectación en el horario de la noche fue 74 MW a las 18:20 horas, coincidiendo con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 2080 MW y la demanda 1710 MW, sin afectación al servicio por déficit de capacidad en el SEN. Se estima que en el horario diurno no se afecte el servicio por déficit de capacidad en el SEN. Se encuentra fuera de servicio por avería las unidades 6 y 7 de la CTE Mariel, la unidad 4 de la CTE Nuevitas, la unidad 2 de la CTE Felton y las unidades 3 y 6 de la CTE Renté. Se encuentran en mantenimiento la unidad 8 de la CTE Mariel, la unidad 1 de la CTE Santa Cruz, la unidad 3 de la CTE Cienfuegos, la unidad 6 de la CTE Nuevitas y las unidades 4 y 5 de la CTE Renté. Se mantienen las limitaciones en la generación térmica (316 MW). En la generación distribuida, están indisponibles por avería 800 MW y en mantenimiento 502 MW. Para el horario pico se estima el completamiento de la unidad 6 de Energas Boca de Jaruco con 40 MW, la entrada de la unidad 4 de Energas Boca de Jaruco con 30 MW, la entrada de la unidad 3 de Energas Varadero con 20 MW, la entrada de la unidad 3 de la CTE Rente con 70 MW, la entrada de la generación móvil de Talla Piedra con 95 MW y la entrada de 312 MW en motores diesel. Con este pronóstico, se estima para la hora pico una disponibilidad de 2637 MW y una demanda máxima de 2640 MW, para un déficit de 3 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 70 MW en este horario.","Apagón, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",+,http://www.cubadebate.cu/noticias/2023/01/17/union-electrica-preve-una-afectacion-de-70-mw-en-el-horario-pico-nocturno/
Unión Eléctrica pronostica una afectación de 70 MW en el horario pico,2023-01-16 09:03:00,"La Unión Eléctrica informó que en el día de ayer no se afectó el servicio por déficit de capacidad. La disponibilidad del SEN a las 07:00 horas es de 2200 MW y la demanda 1580 MW, sin afectación al servicio por déficit de capacidad en el SEN. Se estima que en el horario diurno no se afecte el servicio por déficit de capacidad en el SEN. Se encuentra fuera de servicio por avería las unidades 6 y 7 de la CTE Mariel, las unidades 4 y 5 de la CTE Nuevitas, la unidad 2 de la CTE Felton y la unidad 3 de la CTE Renté. Se encuentran en mantenimiento la unidad 8 de la CTE Mariel, la unidad 1 de la CTE Santa Cruz, la unidad 3 de la CTE Cienfuegos, la unidad 6 de la CTE Nuevitas y las unidades 4 y 5 de la CTE Renté. Se mantienen las limitaciones en la generación térmica (286 MW). En la generación distribuida, están indisponibles por avería 803 MW y en mantenimiento 530 MW. Para el horario pico se estima el completamiento de la unidad 6 de Energas Boca de Jaruco con 40 MW, la entrada de 312 MW en motores. Con este pronóstico, se estima para la hora pico una disponibilidad de 2552 MW y una demanda máxima de 2550 MW, para una reserva de 2 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 70 MW en este horario. (Con información de la UNE)","Apagón, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",+,http://www.cubadebate.cu/noticias/2023/01/16/union-electrica-pronostica-una-afectacion-de-70-mw-en-el-horario-pico/
La Unión Eléctrica pronostica una afectación de 40 MW para el horario pico nocturno,2023-01-14 09:36:00,"En el día de ayer se afectó el servicio por déficit de capacidad desde las 18:02 horas hasta las 18:48 (46 minutos). La máxima afectación en el horario de la noche fue 95 MW a las 18:30 horas , coincidiendo con la hora pico. La disponibilidad del Sistema Eléctrico Nacional a las 07:00 horas es de 2115 MW y la demanda 1650 MW, sin afectación al servicio por déficit de capacidad en el SEN. Se estima que en el horario diurno no se afecte el servicio por déficit de capacidad en el SEN. Se encuentra fuera de servicio por avería las unidades 6 y 7 de la CTE Mariel, las unidades 4 y 5 de la CTE Nuevitas, la unidad 2 de la CTE Felton y la unidad 3 de la CTE Renté. Se encuentran en mantenimiento la unidad 8 de la CTE Mariel, la unidad 1 de la CTE Santa Cruz, la unidad 3 de la CTE Cienfuegos, la unidad 6 de la CTE Nuevitas y las unidades 4 y 5 de la CTE Renté. Se mantienen las limitaciones en la generación térmica (334 MW). En la generación distribuida, están indisponibles por avería 801 MW y en mantenimiento 484 MW. Para el horario pico se estima la entrada de la unidad 5 de la CTE Diez de Octubre con 90 MW, el completamiento de la unidad 6 de Energas Boca de Jaruco con 30 MW y, la entrada de 300 MW en motores diésel. Con este pronóstico, se estima para la hora pico una disponibilidad de 2575 MW y una demanda máxima de 2540 MW, para una reserva de 35 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 40 MW en este horario. (Con información de la UNE)","Apagón, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",3,http://www.cubadebate.cu/noticias/2023/01/14/la-union-electrica-pronostica-una-afectacion-de-40-mw-para-el-horario-pico-nocturno/
La Unión Eléctrica pronostica una afectación de 174 MW para el horario pico nocturno,2023-01-13 09:02:00,"En el día de ayer se afectó el servicio por déficit de capacidad desde las 18:00 horas hasta las 18:52 (52 minutos). La máxima afectación en el horario de la noche fue 97 MW a las 18:30 horas, coincidiendo con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 2180 MW y la demanda 1760 MW, sin afectación al servicio por déficit de capacidad en el SEN. Se estima que en el horario diurno no se afecte el servicio por déficit de capacidad en el SEN . Se encuentra fuera de servicio por avería las unidades 6 y 7 de la CTE Mariel, las unidades 4 y 5 de la CTE Nuevitas, la unidad 2 de la CTE Felton y la unidad 3 de la CTE Renté. Se encuentran en mantenimiento la unidad 8 de la CTE Mariel, la unidad 1 de la CTE Santa Cruz, la unidad 3 de la CTE Cienfuegos, la unidad 6 de la CTE Nuevitas y las unidades 4 y 5 de la CTE Renté. Se mantienen las limitaciones en la generación térmica (332 MW). En la generación distribuida, están indisponibles por avería 796 MW y en mantenimiento 483 MW. Para el horario pico se estima la entrada de 316 MW en motores diésel . Con este pronóstico, se estima para la hora pico una disponibilidad de 2496 MW y una demanda máxima de 2600 MW, para un déficit de 104 MW , por lo que de mantenerse las condiciones previstas se pronostica una afectación de 174 MW en este horario . (Con información de la UNE)","Apagón, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",+,http://www.cubadebate.cu/noticias/2023/01/13/la-union-electrica-pronostica-una-afectacion-de-174-mw-para-el-horario-pico-nocturno/
